17 2
y 0.5868950173696041 0.4131049826303961 
y 0.5115511551155115 0.4884488448844885 
y 0.8333333333333334 0.1666666666666667 
y 0.3470430660860724 0.6529569339139284 
y 0.8334644904456702 0.1665355095543299 
y 0.4701378690101632 0.5298621309898368 
y 0.5858056150143446 0.4141943849856553 
y 0.6100737943842943 0.3899262056157055 
y 0.1314533572938881 0.8685466427061123 
y 0.425287356321875 0.574712643678125 
y 0.2272267402013946 0.7727732597986059 
y 0.6497091386890411 0.3502908613109589 
y 1 2.22507385850725e-308 
y 0.4632548554903917 0.5367451445096084 
y 0.6185567010309279 0.3814432989690721 
y 0.3354430336579502 0.6645569663420497 
y 0.4783706912463012 0.5216293087536988 
y 0.3866674617435539 0.6133325382564466 
y 0.2330248658707274 0.7669751341292721 
y 0.6942640724355066 0.3057359275644942 
y 0.470593444629718 0.529406555370282 
y 0.3699008329534351 0.630099167046565 
y 1 2.225073858507356e-308 
y 0.4228882173681995 0.5771117826318006 
y 0.613459873174553 0.3865401268254466 
y 0.3359623539745439 0.6640376460254557 
y 0.4074429997418777 0.5925570002581224 
y 0.6787846553550192 0.3212153446449809 
y 0.4889923483709121 0.5110076516290879 
y 1 2.225073858507201e-308 
y 0.7972885241715019 0.2027114758284981 
y 0.3207290348550385 0.6792709651449612 
y 0.357345709356026 0.6426542906439738 
y 0.6284091573716628 0.3715908426283371 
y 0.6502955493849735 0.3497044506150258 
y 0.3042337180053645 0.6957662819946362 
y 0.533058585681164 0.466941414318836 
y 0.769833799431328 0.2301662005686724 
y 0.5366625315279029 0.463337468472097 
y 1 2.225073858507291e-308 
y 0.5348735375974083 0.4651264624025919 
y 0.4829708496540341 0.517029150345966 
y 0.3125174437476683 0.6874825562523316 
y 0.9582252635802724 0.04177473641972753 
y 0.5710848065300056 0.4289151934699945 
y 0.9545795526909614 0.04542044730903864 
y 0.975609756097561 0.02439024390243903 
y 0.2906828116992136 0.7093171883007863 
y 0.4807671786229016 0.5192328213770983 
y 0.4177185128932845 0.5822814871067155 
y 0.2377425933494682 0.7622574066505318 
y 0.7185764874367437 0.2814235125632567 
y 0.39531167397765 0.6046883260223502 
y 0.4914764459160683 0.5085235540839316 
y 0.3469348865575177 0.6530651134424822 
y 0.9811320754716981 0.01886792452830189 
y 0.7706814816680523 0.2293185183319478 
y 0.4638494527873951 0.5361505472126045 
y 0.2640254530732173 0.7359745469267825 
y 0.484400517723479 0.515599482276521 
y 0.7434187238641039 0.2565812761358962 
y 0.4318998169944894 0.5681001830055105 
y 0.06435429080805836 0.9356457091919417 
y 0.5345526195190325 0.4654473804809676 
y 0.6411437313796283 0.3588562686203714 
